出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益
114/10/28,113,3,2404,漢唐,34778982.00,28879310.00,1170295.00,4729377.00,628473.00,,1114057.00,,--,--,4243793.00,,--,4269243.00,4216625.00,--,27168.00,4228093.00,--,41150.00,22.46,,,,,,,,4243793.00,,,,,,,5357850.00,,,--,--,5899672.00,--,--,5899672.00,--,25450.00,,,,,,,,,
114/10/28,113,3,2405,輔信,1267885.00,750740.00,551098.00,-33953.00,62720.00,,14035.00,,--,--,14732.00,,--,70802.00,17181.00,--,-2449.00,72655.00,--,-1853.00,0.05,,,,,,,,14732.00,,,,,,,28767.00,,,--,--,517145.00,--,--,517145.00,--,56070.00,,,,,,,,,
114/10/28,113,3,2406,國碩,5941998.00,5543737.00,790356.00,-403403.00,76322.00,,40330.00,,--,--,-367411.00,,--,-366178.00,-102255.00,--,-265156.00,-75527.00,--,-290651.00,-0.29,,,,,,,,-367411.00,,,,,,,-327081.00,,,--,--,398261.00,11308.00,0.00,386953.00,--,1233.00,,,,,,,,,
114/10/28,113,3,2408,南亞科,27556573.00,27282608.00,8016781.00,-7742816.00,3098510.00,,-1134643.00,,--,--,-3509663.00,,--,-2181877.00,-3509663.00,--,--,-2181877.00,--,--,-1.13,,,,,,,,-3509663.00,,,,,,,-4644306.00,,,--,--,273965.00,--,--,273965.00,--,1327786.00,,,,,,,,,
114/10/28,113,3,2409,友達,211553412.00,192782953.00,23913488.00,-5143029.00,1519086.00,,1107646.00,,--,--,-4731589.00,,--,-1622005.00,-4683504.00,--,-48085.00,-1751082.00,--,129077.00,-0.61,,,,,,,,-4731589.00,,,,,,,-3623943.00,,,--,--,18770459.00,--,--,18770459.00,--,3109584.00,,,,,,,,,
114/10/28,113,3,2412,中華電,164672680.00,102948193.00,26486798.00,35227974.00,595593.00,,6822893.00,,--,--,29000674.00,,--,29242562.00,28216292.00,--,784382.00,28423830.00,--,818732.00,3.64,,,,,,,,29000674.00,,,,,,,35823567.00,,,--,--,61724487.00,--,--,61724487.00,-9715.00,241888.00,,,,,,,,,
114/10/28,113,3,2413,環科,2282708.00,2036416.00,433250.00,-186958.00,67959.00,,-34858.00,,--,--,-84141.00,,--,-72812.00,-83870.00,--,-271.00,-72541.00,--,-271.00,-0.66,,,,,,,,-84141.00,,,,,,,-118999.00,,,--,--,246292.00,--,--,246292.00,--,11329.00,,,,,,,,,
114/10/28,113,3,2414,精技,17393093.00,15902705.00,1068873.00,421515.00,25387.00,,92022.00,,--,--,354880.00,,--,357850.00,316527.00,--,38353.00,317690.00,--,40160.00,1.96,,,,,,,,354880.00,,,,,,,446902.00,,,--,--,1490388.00,--,--,1490388.00,--,2970.00,,,,,,,,,
114/10/28,113,3,2415,錩新,1762135.00,1349869.00,228856.00,176350.00,-57164.00,,40776.00,,--,--,78410.00,,--,173084.00,79246.00,--,-836.00,139799.00,--,33285.00,0.88,,,,,,,,78410.00,,,,,,,119186.00,,,--,--,412266.00,--,--,412266.00,-7060.00,94674.00,,,,,,,,,
114/10/28,113,3,2417,圓剛,2528142.00,1085828.00,1490486.00,-48172.00,129763.00,,40610.00,,--,--,40981.00,,--,56155.00,-42959.00,--,83940.00,-35219.00,--,91374.00,-0.32,,,,,,,,40981.00,,,,,,,81591.00,,,--,--,1442314.00,--,--,1442314.00,--,15174.00,,,,,,,,,
114/10/28,113,3,2419,仲琦,6508836.00,5235612.00,1122962.00,150262.00,-21598.00,,29733.00,,--,--,98931.00,,--,180470.00,-13263.00,--,112194.00,67951.00,--,112519.00,-0.04,,,,,,,,98931.00,,,,,,,128664.00,,,--,--,1273224.00,--,--,1273224.00,--,81539.00,,,,,,,,,
114/10/28,113,3,2420,新巨,1705394.00,893136.00,309181.00,503077.00,145358.00,,127896.00,,--,--,520539.00,,--,550454.00,520117.00,--,422.00,550032.00,--,422.00,3.41,,,,,,,,520539.00,,,,,,,648435.00,,,--,--,812258.00,--,--,812258.00,--,29915.00,,,,,,,,,
114/10/28,113,3,2421,建準,10767527.00,7780655.00,1770336.00,1216536.00,203888.00,,365731.00,,--,--,1054693.00,,--,1190154.00,1054693.00,--,0.00,1190154.00,--,0.00,3.86,,,,,,,,1054693.00,,,,,,,1420424.00,,,--,--,2986872.00,--,--,2986872.00,--,135461.00,,,,,,,,,
114/10/28,113,3,2423,固緯,1999794.00,973641.00,765766.00,260387.00,47801.00,,78625.00,,--,--,229563.00,,--,268402.00,229563.00,--,--,268402.00,--,--,1.58,,,,,,,,229563.00,,,,,,,308188.00,,,--,--,1026153.00,--,--,1026153.00,--,38839.00,,,,,,,,,
114/10/28,113,3,2424,隴華,70960.00,134371.00,124554.00,-187965.00,7003.00,,0.00,,--,--,-180962.00,,--,-180184.00,-172374.00,--,-8588.00,-171861.00,--,-8323.00,-3.12,,,,,,,,-180962.00,,,,,,,-180962.00,,,--,--,-63411.00,--,--,-63411.00,--,778.00,,,,,,,,,
114/10/28,113,3,2425,承啟,2285589.00,2113378.00,166117.00,6094.00,49777.00,,22891.00,,-11620.00,--,21360.00,,--,231084.00,27053.00,--,-5693.00,221372.00,--,9712.00,0.28,,,,,,,,32980.00,,,,,,,55871.00,,,--,--,172211.00,--,--,172211.00,--,209724.00,,,,,,,,,
114/10/28,113,3,2426,鼎元,1837146.00,1537508.00,279892.00,19738.00,128380.00,,19654.00,,--,--,128464.00,,--,139907.00,126199.00,--,2265.00,137642.00,--,2265.00,0.42,,,,,,,,128464.00,,,,,,,148118.00,,,--,--,299638.00,--,--,299638.00,-8.00,11443.00,,,,,,,,,
114/10/28,113,3,2427,三商電,3374881.00,2364171.00,821810.00,188900.00,59506.00,,48778.00,,--,--,199628.00,,--,206172.00,199648.00,--,-20.00,206192.00,--,-20.00,1.01,,,,,,,,199628.00,,,,,,,248406.00,,,--,--,1010710.00,--,--,1010710.00,--,6544.00,,,,,,,,,
114/10/28,113,3,2428,興勤,5488003.00,3262928.00,893292.00,1331783.00,206554.00,,403312.00,,--,--,1135025.00,,--,1445029.00,1149104.00,--,-14079.00,1459108.00,--,-14079.00,8.97,,,,,,,,1135025.00,,,,,,,1538337.00,,,--,--,2225075.00,--,--,2225075.00,--,310004.00,,,,,,,,,
114/10/28,113,3,2429,銘旺科,202041.00,199313.00,79423.00,-76695.00,-6178.00,,7597.00,,--,--,-90470.00,,--,-86763.00,-89808.00,--,-662.00,-86101.00,--,-662.00,-1.69,,,,,,,,-90470.00,,,,,,,-82873.00,,,--,--,2728.00,--,--,2728.00,--,3707.00,,,,,,,,,
114/10/28,113,3,2430,燦坤,14371356.00,12241812.00,1946176.00,183368.00,-45419.00,,27841.00,,--,--,110108.00,,--,113045.00,110108.00,--,--,113045.00,--,--,0.94,,,,,,,,110108.00,,,,,,,137949.00,,,--,--,2129544.00,--,--,2129544.00,--,2937.00,,,,,,,,,
114/10/28,113,3,2431,聯昌,299420.00,308491.00,78367.00,-87438.00,34203.00,,62.00,,--,--,-53297.00,,--,35357.00,-53297.00,--,--,35357.00,--,--,-0.48,,,,,,,,-53297.00,,,,,,,-53235.00,,,--,--,-9071.00,--,--,-9071.00,--,88654.00,,,,,,,,,
114/10/28,113,3,2432,倚天酷��-創,1879140.00,1640426.00,171654.00,67060.00,28063.00,,23614.00,,--,--,71509.00,,--,27303.00,71509.00,--,--,27303.00,--,--,1.16,,,,,,,,71509.00,,,,,,,95123.00,,,--,--,238714.00,--,--,238714.00,--,-44206.00,,,,,,,,,
114/10/28,113,3,2433,互盛電,2057157.00,1331134.00,413018.00,313005.00,147711.00,,70621.00,,--,--,390095.00,,--,286988.00,376775.00,--,13320.00,242031.00,--,44957.00,2.61,,,,,,,,390095.00,,,,,,,460716.00,,,--,--,726023.00,--,--,726023.00,--,-103107.00,,,,,,,,,
114/10/28,113,3,2434,統懋,37801.00,33976.00,39895.00,-36070.00,65087.00,,0.00,,--,--,29017.00,,--,31993.00,29017.00,--,--,31993.00,--,--,0.78,,,,,,,,29017.00,,,,,,,29017.00,,,--,--,3825.00,--,--,3825.00,--,2976.00,,,,,,,,,
114/10/28,113,3,2436,偉詮電,2258432.00,1590387.00,546264.00,121781.00,117128.00,,35009.00,,--,--,203900.00,,--,226945.00,191846.00,--,12054.00,214396.00,--,12549.00,1.09,,,,,,,,203900.00,,,,,,,238909.00,,,--,--,668045.00,--,--,668045.00,--,23045.00,,,,,,,,,
114/10/28,113,3,2438,翔耀,252871.00,237939.00,102961.00,-88029.00,11819.00,,-7.00,,--,--,-76203.00,,--,-105360.00,-57721.00,--,-18482.00,-86878.00,--,-18482.00,-1.01,,,,,,,,-76203.00,,,,,,,-76210.00,,,--,--,14932.00,--,--,14932.00,--,-29157.00,,,,,,,,,
114/10/28,113,3,2439,美律,31503395.00,27366854.00,2792598.00,1343943.00,832880.00,,480357.00,,--,--,1696466.00,,--,2183498.00,1483138.00,--,213328.00,1952544.00,--,230954.00,6.57,,,,,,,,1696466.00,,,,,,,2176823.00,,,--,--,4136541.00,--,--,4136541.00,--,487032.00,,,,,,,,,
114/10/28,113,3,2440,太空梭,2867082.00,2765950.00,97314.00,3818.00,-4829.00,,14869.00,,--,--,-15880.00,,--,37326.00,-15880.00,--,--,37326.00,--,--,-0.11,,,,,,,,-15880.00,,,,,,,-1011.00,,,--,--,101132.00,0.00,0.00,101132.00,--,53206.00,,,,,,,,,
114/10/28,113,3,2441,超豐,11325759.00,8736223.00,457310.00,2132226.00,261896.00,,475981.00,,--,--,1918141.00,,--,1870941.00,1918475.00,--,-334.00,1871275.00,--,-334.00,3.37,,,,,,,,1918141.00,,,,,,,2394122.00,,,--,--,2589536.00,--,--,2589536.00,--,-47200.00,,,,,,,,,
114/10/28,113,3,2442,新美齊,596130.00,356622.00,108865.00,130643.00,193109.00,,78900.00,,--,--,244852.00,,--,241883.00,244711.00,--,141.00,241742.00,--,141.00,0.94,,,,,,,,244852.00,,,,,,,323752.00,,,--,--,239508.00,--,--,239508.00,--,-2969.00,,,,,,,,,
114/10/28,113,3,2444,兆勁,997540.00,882765.00,166515.00,-51740.00,23468.00,,12735.00,,--,--,-41007.00,,--,-41007.00,-41007.00,--,--,-41007.00,--,--,-0.40,,,,,,,,-41007.00,,,,,,,-28272.00,,,--,--,114775.00,--,--,114775.00,--,--,,,,,,,,,
114/10/28,113,3,2449,京元電子,19559121.00,12752159.00,2138463.00,4668499.00,-185638.00,,849896.00,,2339302.00,--,5972267.00,,--,6838382.00,5749283.00,--,222984.00,6570440.00,--,267942.00,4.70,,,,,,,,3632965.00,,,,,,,4482861.00,,,--,--,6806962.00,--,--,6806962.00,--,866115.00,,,,,,,,,
114/10/28,113,3,2450,神腦,23365076.00,20801834.00,2266327.00,297210.00,115109.00,,73186.00,,--,--,339133.00,,--,379478.00,339894.00,--,-761.00,380239.00,--,-761.00,1.32,,,,,,,,339133.00,,,,,,,412319.00,,,--,--,2563242.00,--,--,2563242.00,295.00,40345.00,,,,,,,,,
114/10/28,113,3,2451,創見,7581156.00,5109312.00,886845.00,1584999.00,689353.00,,403905.00,,--,--,1870447.00,,--,2139966.00,1870447.00,--,--,2139966.00,--,--,4.36,,,,,,,,1870447.00,,,,,,,2274352.00,,,--,--,2471844.00,--,--,2471844.00,--,269519.00,,,,,,,,,
114/10/28,113,3,2453,凌群,4661063.00,3460540.00,1000802.00,199721.00,53341.00,,45835.00,,--,--,207227.00,,--,219662.00,208772.00,--,-1545.00,220962.00,--,-1300.00,2.09,,,,,,,,207227.00,,,,,,,253062.00,,,--,--,1200523.00,--,--,1200523.00,--,12435.00,,,,,,,,,
114/10/28,113,3,2454,聯發科,392542762.00,196158189.00,115384527.00,81000046.00,12307919.00,,10108229.00,,--,--,83199736.00,,--,94627854.00,82597455.00,--,602281.00,93989621.00,--,638233.00,51.98,,,,,,,,83199736.00,,,,,,,93307965.00,,,--,--,196384573.00,--,--,196384573.00,--,11428118.00,,,,,,,,,
114/10/28,113,3,2455,全新,2518743.00,1499928.00,419729.00,599086.00,54577.00,,115469.00,,--,--,538194.00,,--,538194.00,--,--,--,--,--,--,2.91,,,,,,,,538194.00,,,,,,,653663.00,,,--,--,1018815.00,--,--,1018815.00,--,--,,,,,,,,,
114/10/28,113,3,2457,飛宏,7905107.00,5693337.00,2280543.00,-68773.00,360019.00,,74073.00,,--,--,217173.00,,--,461535.00,217173.00,--,0.00,461985.00,--,-450.00,0.50,,,,,,,,217173.00,,,,,,,291246.00,,,--,--,2211770.00,--,--,2211770.00,--,244362.00,,,,,,,,,
114/10/28,113,3,2458,義隆,9660032.00,4962464.00,2352820.00,2343712.00,201290.00,,507371.00,,--,--,2037631.00,,--,1945694.00,2132851.00,--,-95220.00,2040300.00,--,-94606.00,7.47,,,,,,,,2037631.00,,,,,,,2545002.00,,,--,--,4697568.00,--,-1036.00,4696532.00,--,-91937.00,,,,,,,,,
114/10/28,113,3,2459,敦吉,3944077.00,2819547.00,540302.00,584228.00,145837.00,,279610.00,,--,--,450455.00,,--,678403.00,445150.00,--,5305.00,655888.00,--,22515.00,4.22,,,,,,,,450455.00,,,,,,,730065.00,,,--,--,1124530.00,--,--,1124530.00,--,227948.00,,,,,,,,,
114/10/28,113,3,2460,建通,2298033.00,2111889.00,261817.00,-75673.00,-30338.00,,18044.00,,--,--,-124055.00,,--,-19824.00,-124055.00,--,--,-19824.00,--,--,-0.75,,,,,,,,-124055.00,,,,,,,-106011.00,,,--,--,186144.00,--,--,186144.00,--,104231.00,,,,,,,,,
114/10/28,113,3,2461,光群雷,4154551.00,3206799.00,908498.00,39254.00,254983.00,,51327.00,,--,--,242910.00,,--,416672.00,298883.00,--,-55973.00,444163.00,--,-27491.00,1.79,,,,,,,,242910.00,,,,,,,294237.00,,,--,--,947752.00,--,--,947752.00,--,173762.00,,,,,,,,,
114/10/28,113,3,2462,良得電,3022832.00,2646857.00,328845.00,47130.00,162335.00,,41462.00,,--,--,168003.00,,--,239082.00,169383.00,--,-1380.00,239612.00,--,-530.00,1.13,,,,,,,,168003.00,,,,,,,209465.00,,,--,--,375975.00,--,--,375975.00,--,71079.00,,,,,,,,,
114/10/28,113,3,2464,盟立,5359922.00,4334529.00,998460.00,3300.00,40992.00,,-6799.00,,--,--,51091.00,,--,172369.00,44420.00,--,6671.00,165665.00,--,6704.00,0.23,,,,,,,,51091.00,,,,,,,44292.00,,,--,--,1025393.00,22770.00,--,1002623.00,-863.00,121278.00,,,,,,,,,
114/10/28,113,3,2465,麗臺,2667446.00,2437740.00,510927.00,-281221.00,-10261.00,,18313.00,,--,--,-309795.00,,--,-292085.00,-311092.00,--,1297.00,-293383.00,--,1298.00,-3.71,,,,,,,,-309795.00,,,,,,,-291482.00,,,--,--,229706.00,--,--,229706.00,--,17710.00,,,,,,,,,
114/10/28,113,3,2466,冠西電,891647.00,767830.00,211248.00,-87431.00,-54352.00,,-13294.00,,--,--,-128489.00,,--,-13600.00,-128489.00,--,--,-13600.00,--,--,-0.75,,,,,,,,-128489.00,,,,,,,-141783.00,,,--,--,123817.00,--,--,123817.00,--,114889.00,,,,,,,,,
114/10/28,113,3,2467,志聖,3482971.00,2058710.00,1011445.00,412816.00,266894.00,,127534.00,,--,--,552176.00,,--,2096432.00,524278.00,--,27898.00,2055571.00,--,40861.00,3.50,,,,,,,,552176.00,,,,,,,679710.00,,,--,--,1424261.00,--,--,1424261.00,--,1544256.00,,,,,,,,,
114/10/28,113,3,2468,華經,1636732.00,1461362.00,131553.00,43817.00,13811.00,,17028.00,,--,--,40600.00,,--,43586.00,40600.00,--,--,43586.00,--,--,0.58,,,,,,,,40600.00,,,,,,,57628.00,,,--,--,175370.00,--,--,175370.00,--,2986.00,,,,,,,,,
114/10/28,113,3,2471,資通,594444.00,362644.00,187349.00,44451.00,54594.00,,13822.00,,--,--,85223.00,,--,87339.00,85416.00,--,-193.00,87404.00,--,-65.00,1.81,,,,,,,,85223.00,,,,,,,99045.00,,,--,--,231800.00,--,--,231800.00,--,2116.00,,,,,,,,,
114/10/28,113,3,2472,立隆電,7718382.00,5365153.00,970102.00,1383127.00,195744.00,,343591.00,,--,--,1235280.00,,--,1727095.00,815531.00,--,419749.00,1147370.00,--,579725.00,4.95,,,,,,,,1235280.00,,,,,,,1578871.00,,,--,--,2353229.00,--,--,2353229.00,--,491815.00,,,,,,,,,
114/10/28,113,3,2474,可成,13448131.00,9071245.00,1937655.00,2439231.00,9974614.00,,2972804.00,,--,--,9441041.00,,--,14819409.00,9440957.00,--,84.00,14819000.00,--,409.00,13.88,,,,,,,,9441041.00,,,,,,,12413845.00,,,--,--,4376886.00,--,--,4376886.00,--,5378368.00,,,,,,,,,
114/10/28,113,3,2476,鉅祥,4914859.00,3298631.00,730838.00,885677.00,354617.00,,339920.00,,--,--,900374.00,,--,1222745.00,797306.00,--,103068.00,1082216.00,--,140529.00,3.91,,,,,,,,900374.00,,,,,,,1240294.00,,,--,--,1616228.00,--,--,1616228.00,287.00,322371.00,,,,,,,,,
114/10/28,113,3,2477,美隆電,2007891.00,1497957.00,419642.00,90292.00,192742.00,,64849.00,,--,--,218185.00,,--,370333.00,217771.00,--,414.00,358872.00,--,11461.00,1.37,,,,,,,,218185.00,,,,,,,283034.00,,,--,--,509934.00,--,--,509934.00,--,152148.00,,,,,,,,,
114/10/28,113,3,2478,大毅,3663460.00,2969922.00,391577.00,301961.00,96623.00,,78727.00,,--,--,319857.00,,--,458635.00,319924.00,--,-67.00,443907.00,--,14728.00,2.21,,,,,,,,319857.00,,,,,,,398584.00,,,--,--,693538.00,--,--,693538.00,--,138778.00,,,,,,,,,
114/10/28,113,3,2480,敦陽科,5302883.00,3939246.00,705301.00,658336.00,71060.00,,141016.00,,--,--,588380.00,,--,629436.00,588380.00,--,0.00,629436.00,--,0.00,5.53,,,,,,,,588380.00,,,,,,,729396.00,,,--,--,1363637.00,--,--,1363637.00,--,41056.00,,,,,,,,,
114/10/28,113,3,2481,強茂,9524746.00,6865336.00,2032624.00,626786.00,360211.00,,135909.00,,--,--,851088.00,,--,1177458.00,714041.00,--,137047.00,1029397.00,--,148061.00,1.87,,,,,,,,851088.00,,,,,,,986997.00,,,--,--,2659410.00,--,--,2659410.00,--,326370.00,,,,,,,,,
114/10/28,113,3,2482,連宇,459661.00,229518.00,223863.00,6280.00,66094.00,,21264.00,,--,--,51110.00,,--,33312.00,51111.00,--,-1.00,33313.00,--,-1.00,0.66,,,,,,,,51110.00,,,,,,,72374.00,,,--,--,230143.00,--,--,230143.00,--,-17798.00,,,,,,,,,
114/10/28,113,3,2483,百容,1343057.00,1157717.00,223943.00,-38603.00,71985.00,,-19418.00,,--,--,52800.00,,--,86805.00,51507.00,--,1293.00,85970.00,--,835.00,0.47,,,,,,,,52800.00,,,,,,,33382.00,,,--,--,185340.00,--,--,185340.00,--,34005.00,,,,,,,,,
114/10/28,113,3,2484,希華,1657388.00,1324903.00,254522.00,77963.00,56841.00,,24249.00,,--,--,110555.00,,--,-125867.00,110759.00,--,-204.00,-125686.00,--,-181.00,0.69,,,,,,,,110555.00,,,,,,,134804.00,,,--,--,332485.00,--,--,332485.00,--,-236422.00,,,,,,,,,
114/10/28,113,3,2485,兆赫,2232158.00,2380759.00,438337.00,-586938.00,117298.00,,21863.00,,--,--,-491503.00,,--,-431358.00,-480653.00,--,-10850.00,-420508.00,--,-10850.00,-1.51,,,,,,,,-491503.00,,,,,,,-469640.00,,,--,--,-148601.00,--,--,-148601.00,--,60145.00,,,,,,,,,
114/10/28,113,3,2486,一詮,3973636.00,3392750.00,609239.00,-28353.00,75433.00,,22846.00,,--,--,24234.00,,--,108086.00,9462.00,--,14772.00,93314.00,--,14772.00,0.04,,,,,,,,24234.00,,,,,,,47080.00,,,--,--,580886.00,--,--,580886.00,--,83852.00,,,,,,,,,
114/10/28,113,3,2488,漢平,2125940.00,1579452.00,237238.00,309250.00,73755.00,,80562.00,,--,--,302443.00,,--,343803.00,302443.00,--,--,343803.00,--,--,3.78,,,,,,,,302443.00,,,,,,,383005.00,,,--,--,546488.00,--,--,546488.00,--,41360.00,,,,,,,,,
114/10/28,113,3,2489,瑞軒,17654865.00,16090773.00,1406758.00,157334.00,1032174.00,,215600.00,,--,--,973908.00,,--,1225707.00,959623.00,--,14285.00,1208340.00,--,17367.00,1.32,,,,,,,,973908.00,,,,,,,1189508.00,,,--,--,1564092.00,--,--,1564092.00,--,251799.00,,,,,,,,,
114/10/28,113,3,2491,吉祥全,150173.00,113554.00,138873.00,-102254.00,13074.00,,131.00,,--,--,-89311.00,,--,-75059.00,-50883.00,--,-38428.00,-36631.00,--,-38428.00,-0.62,,,,,,,,-89311.00,,,,,,,-89180.00,,,--,--,36619.00,--,--,36619.00,--,14252.00,,,,,,,,,
114/10/28,113,3,2492,華新科,26393286.00,21338282.00,3216720.00,1838284.00,1661611.00,,866586.00,,--,--,2633309.00,,--,4152995.00,2062791.00,--,570518.00,3462809.00,--,690186.00,4.25,,,,,,,,2633309.00,,,,,,,3499895.00,,,--,--,5055004.00,--,--,5055004.00,--,1519686.00,,,,,,,,,
114/10/28,113,3,2493,揚博,2731945.00,1786612.00,308065.00,637268.00,23593.00,,129171.00,,--,--,531690.00,,--,539757.00,531690.00,--,--,539757.00,--,--,4.65,,,,,,,,531690.00,,,,,,,660861.00,,,--,--,945333.00,--,--,945333.00,--,8067.00,,,,,,,,,
114/10/28,113,3,2495,普安,975628.00,477534.00,384323.00,113771.00,436222.00,,86530.00,,--,--,463463.00,,--,464413.00,463463.00,--,0.00,464413.00,--,0.00,1.69,,,,,,,,463463.00,,,,,,,549993.00,,,--,--,498094.00,--,--,498094.00,--,950.00,,,,,,,,,
114/10/28,113,3,2496,卓越,615013.00,277646.00,225651.00,111716.00,4260.00,,23933.00,,--,--,92043.00,,--,92280.00,92200.00,--,-157.00,92342.00,--,-62.00,4.87,,,,,,,,92043.00,,,,,,,115976.00,,,--,--,337367.00,--,--,337367.00,--,237.00,,,,,,,,,
114/10/28,113,3,2497,怡利電,3320310.00,2506495.00,557779.00,256036.00,39667.00,,36326.00,,--,--,259377.00,,--,347505.00,259377.00,--,--,347505.00,--,--,2.11,,,,,,,,259377.00,,,,,,,295703.00,,,--,--,813815.00,--,--,813815.00,--,88128.00,,,,,,,,,
114/10/28,113,3,2498,宏達電,2135363.00,1258820.00,4396053.00,-3519510.00,919696.00,,1023.00,,--,--,-2600837.00,,--,-842354.00,-2600837.00,--,--,-842354.00,--,--,-3.12,,,,,,,,-2600837.00,,,,,,,-2599814.00,,,--,--,876543.00,--,--,876543.00,--,1758483.00,,,,,,,,,
114/10/28,113,3,2501,國建,14486638.00,11441395.00,1722784.00,1322459.00,-184781.00,,241418.00,,--,--,896260.00,,--,2241043.00,971028.00,--,-74768.00,2315811.00,--,-74768.00,0.84,,,,,,,,896260.00,,,,,,,1137678.00,,,--,--,3045243.00,--,--,3045243.00,--,1344783.00,,,,,,,,,
114/10/28,113,3,2504,國產,16020853.00,11912976.00,778810.00,3329067.00,1097571.00,,748144.00,,--,--,3678494.00,,--,3982701.00,3642186.00,--,36308.00,3946393.00,--,36308.00,3.09,,,,,,,,3678494.00,,,,,,,4426638.00,,,--,--,4107877.00,--,--,4107877.00,--,304207.00,,,,,,,,,
114/10/28,113,3,2505,國揚,473112.00,296360.00,202436.00,-25684.00,182535.00,,7255.00,,--,--,149596.00,,--,242039.00,143595.00,--,6001.00,236038.00,--,6001.00,0.38,,,,,,,,149596.00,,,,,,,156851.00,,,--,--,176752.00,--,--,176752.00,--,92443.00,,,,,,,,,
114/10/28,113,3,2506,太設,1243806.00,828132.00,460914.00,-41086.00,1174147.00,,165484.00,,--,--,967577.00,,--,1313828.00,841415.00,--,126162.00,1188879.00,--,124949.00,2.33,,,,,,,,967577.00,,,,,,,1133061.00,,,--,--,415674.00,--,--,415674.00,4154.00,346251.00,,,,,,,,,
114/10/28,113,3,2509,全坤建,1355214.00,941759.00,185020.00,228435.00,-119012.00,,7411.00,,--,--,102012.00,,--,203311.00,95157.00,--,6855.00,186862.00,--,16449.00,0.42,,,,,,,,102012.00,,,,,,,109423.00,,,--,--,413455.00,--,--,413455.00,--,101299.00,,,,,,,,,
114/10/28,113,3,2511,太子,5854541.00,4393641.00,1348292.00,112608.00,88159.00,,64940.00,,--,--,135827.00,,--,149714.00,160498.00,--,-24671.00,174385.00,--,-24671.00,0.10,,,,,,,,135827.00,,,,,,,200767.00,,,--,--,1460900.00,--,--,1460900.00,--,13887.00,,,,,,,,,
114/10/28,113,3,2514,龍邦,19425148.00,16670855.00,1303187.00,1451106.00,184722.00,,329070.00,,--,--,1306758.00,,--,1322149.00,948829.00,--,357929.00,959111.00,--,363038.00,2.62,,,,,,,,1306758.00,,,,,,,1635828.00,,,--,--,2754293.00,--,--,2754293.00,--,15391.00,,,,,,,,,
114/10/28,113,3,2515,中工,16486863.00,15370169.00,416059.00,700635.00,-33103.00,,156938.00,,--,--,510594.00,,--,645742.00,507225.00,--,3369.00,674482.00,--,-28740.00,0.33,,,,,,,,510594.00,,,,,,,667532.00,,,--,--,1116694.00,--,--,1116694.00,--,135148.00,,,,,,,,,
114/10/28,113,3,2516,新建,6608386.00,6409927.00,103293.00,95166.00,41327.00,,0.00,,--,--,136493.00,,--,148824.00,136493.00,--,--,148824.00,--,--,0.60,,,,,,,,136493.00,,,,,,,136493.00,,,--,--,198459.00,--,--,198459.00,--,12331.00,,,,,,,,,
114/10/28,113,3,2520,冠德,22160597.00,14524528.00,1681532.00,5954537.00,-56662.00,,1034431.00,,--,--,4863444.00,,--,4862824.00,4494218.00,--,369226.00,4493963.00,--,368861.00,8.30,,,,,,,,4863444.00,,,,,,,5897875.00,,,--,--,7636069.00,--,--,7636069.00,--,-620.00,,,,,,,,,
114/10/28,113,3,2524,京城,3440000.00,1739430.00,371575.00,1328995.00,-248151.00,,140624.00,,--,--,940220.00,,--,940220.00,940220.00,--,--,940220.00,--,--,2.55,,,,,,,,940220.00,,,,,,,1080844.00,,,--,--,1700570.00,--,--,1700570.00,--,0.00,,,,,,,,,
114/10/28,113,3,2527,宏璟,1578010.00,963903.00,276847.00,337260.00,54303.00,,55887.00,,--,--,335676.00,,--,1032736.00,349818.00,--,-14142.00,1047369.00,--,-14633.00,1.34,,,,,,,,335676.00,,,,,,,391563.00,,,--,--,614107.00,--,--,614107.00,--,697060.00,,,,,,,,,
